
1,9LN01154,CLC BHINEKA TUNGGAL IKA,"Jl. Balai Polis, Pekan Kundasang, Kg Giman, Kundasang, Ranau, Sabah, Malaysia",KINASARABAN,NEGERI
2,9LN01015,CLC CINTA MATA,Kinasaraban,KINASARABAN,NEGERI
3,9LN01016,CLC RUMAH AGAPE,-,KINASARABAN,SWASTA
4,9LN01138,CLC SD CEMPAKA,Jalan Mesilau Balai Raya Kampong Cintamata Kundasang,KINASARABAN,SWASTA
5,9LN01017,CLC ST.THOMAS,Kinasaraban,KINASARABAN,NEGERI
