
1,9LN01102,LC Laensasi (Mindanao-Filipina),-,-,SWASTA
2,9LN01101,LC Tupi (Mindanao-Filipina),-,-,SWASTA
3,90101032,SEKOLAH SI DAVAO TINGKAT SD,"KONSULAT JENDERAL RI ECOLAND SUBDIVISION, MATINA, DAVAO CITY PHILIPINA",Davao City,NEGERI
4,90101034,SEKOLAH SI DAVAO TINGKAT SMA,"KONSULAT JENDERAL RI ECOLAND SUBDIVISION, MATINA, DAVAO CITY PHILIPINA",Davao City,NEGERI
5,90101033,SEKOLAH SI DAVAO TINGKAT SMP,"KONSULAT JENDERAL RI ECOLAND SUBDIVISION, MATINA, DAVAO CITY FILIPINA",Davao City,NEGERI
