
1,9LN01037,CLC MATAKANA,"Jalan Padas No.5 89807 Beaufort, Sabah, Malaysia.",BEAUFORT,SWASTA
2,9LN01031,CLC UNITED MALACCA 1&2,"Ladang United Malacca Bhd, Batu 38, Nabawan",NABAWAN,NEGERI
3,9LN01032,CLC UNITED MALACCA 3&4,Beafort,BEAUFORT,NEGERI
