
1,9LN01020,CLC SERAT BANGSA LADANG KIMANIS,Ladang Kimanis,MENDUGI,NEGERI
2,9LN01019,CLC TUNAS HARAPAN BANGSA,Mendugi,MENDUGI,SWASTA
