30400498,SD NEGERI 001 KAYAN HULU,Jl. Desa Long Nawang,Desa Long Nawang,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30402600,SD NEGERI 002 KAYAN HULU,Desa Nawang Baru,Nawang Baru,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30402611,SD NEGERI 003 KAYAN HULU,Jl. Pelajar RT.I,Long Betaoh,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30400512,SDN 004 KAYAN HULU,Jl. Desa Long Payau,Desa Long Payau,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
69821203,SDN 005 KAYAN HULU,Jl. Pendidikan,Long Temuyat,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30402829,SMAN 2 MALINAU,Jl. Tanksi Lama Rt. 1,Long Nawang,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30400479,SMP NEGERI 1 KAYAN HULU,Long Nawang Rt 01,Long Nawang,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
70001468,SMP NEGERI 2 KAYAN HULU,Jl. Pendidikan RT.01,Long Temuyat,NEGERI,Kec. Kayan Hulu,Kab. Malinau,Prov. Kalimantan Utara
30400497,SD NEGERI 001 KAYAN HILIR,Jl. Desa Data Dian,Desa Data Dian,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
30400496,SDN 002 KAYAN HILIR,Jl. Lapangan RT.02,Sei Anai,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
30400491,SDN 003 KAYAN HILIR,Jl. Desa Long Kipa,Desa Long Kipa,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
69878019,SMA NEGERI 14 MALINAU,DESA DATA DIAN,Data Dian,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
69822480,SMAN 13 MALINAU,JL.SMP DESA LONG SULE KEC.KAYAN HILIR,Long Sule,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
30400465,SMP NEGERI 2 KAYAN HILIR,Long Sule,Long Sule,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
30400478,SMPN 1 KAYAN HILIR,JLN. SMPN 1 KAYAN HILIR,DATADIAN,NEGERI,Kec. Kayan Hilir,Kab. Malinau,Prov. Kalimantan Utara
30400504,SD NEGERI 001 PUJUNGAN,Jl. Majakan Long Pujungan,Long pujungan,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400489,SD NEGERI 002 PUJUNGAN,Jl. Desa Apan Baru RT.4,Long Aran,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400507,SD NEGERI 003 PUJUNGAN,Long Pua,Long Pua,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
69872355,SD NEGERI 004 PUJUNGAN,Jl Desa Long Paliran RT.1,Long Paliran,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400457,SD NEGERI 005 PUJUNGAN,Jl Desa Long Lame,tidak diisi,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400440,SD NEGERI 006 PUJUNGAN,Jl. Desa Long Ketaman,Desa Long Ketaman,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400443,SD NEGERI 007 PUJUNGAN,Jl. Long Jelet RT.1,Long Masahan,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400445,SD NEGERI 008 PUJUNGAN,Jl. Long Belaka RT.1,Long Belaka Pitau,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30405858,SMAN 7 MALINAU,LONG PUJUNGAN,Long Pujungan,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
30400464,SMP NEGERI 1 PUJUNGAN,Jl. Majakan Rt IV,Long Pujungan,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
69967956,SMP NEGERI 2 PUJUNGAN,Jl. Desa Long Aran,Long Aran,NEGERI,Kec. Pujungan,Kab. Malinau,Prov. Kalimantan Utara
69983133,MTSS AL-KHAIRAAT MALINAU,JL. RAJA PANDITA RT. 002,Malinau Hulu,SWASTA,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30406168,SD INTEGRAL HIDAYATULLAH,Jl. Pasar Induk Rt 20,Malinau Kota,SWASTA,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
69888629,SD KATOLIK HENRICUS LEVEN,MALINAU,MALINAU KOTA,SWASTA,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400500,SD NEGERI 001 MALINAU KOTA,Jl. Duyan Rt III,Malinau Kota,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400486,SD NEGERI 002 MALINAU KOTA,Jl. Raja Alam,Malinau Kota,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400493,SD NEGERI 003 MALINAU KOTA,Pelita Kanaan,Pelita Kanaan,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400521,SD NEGERI 004 MALINAU KOTA,Jl.amd Rt 16,Malinau Kota,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400527,SD NEGERI 005 MALINAU KOTA,Jl. Handayani Rt.8 Tanjung Belimbing,Malinau Hulu,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400519,SD NEGERI 006 MALINAU KOTA,Desa Batu Lidung,Desa Batu Lidung,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30402613,SD NEGERI 007 MALINAU KOTA,Jl. Pemuda,Pelita Kanaan,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400513,SD NEGERI 008 MALINAU KOTA,Jl. Panembahan Rt. XII,Malinau Kota,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400452,SD NEGERI 009 MALINAU KOTA,Tanjung Keranjang,Tanjung Keranjang,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400458,SD NEGERI 010 MALINAU KOTA,"JALAN JENDRAL SOEDIRMAN RT IV NO 27 Malinau Hilir, Kec. MalinauKota Kab. Malinau",Malinau Hilir,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400448,SD NEGERI 011 MALINAU KOTA,Teluk Sanggan,Malinau Kota,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400462,SMAN 1 MALINAU,TANJUNG  BELIMBING,Malinau Hulu,NEGERI,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
30400461,SMAS DARMA BAKTI,PELITA KANAAN,PELITA KANAAN,SWASTA,Kec. Malinau Kota,Kab. Malinau,Prov. Kalimantan Utara
